feature,importance_gini
BURO_MONTHS_BALANCE_SIZE_MEAN,1.736094062537622e-05
FLAG_EMAIL,1.7043454261008054e-05
DEF_60_CNT_SOCIAL_CIRCLE,1.67063218145929e-05
CLOSED_MONTHS_BALANCE_SIZE_SUM,1.5947218966877882e-05
BURO_MONTHS_BALANCE_MIN_MIN,1.4994685177493272e-05
PREV_HOUR_APPR_PROCESS_START_MEAN,1.4605541650324563e-05
ACTIVE_MONTHS_BALANCE_SIZE_MEAN,1.3775548911024559e-05
PREV_PRODUCT_COMBINATION_POS mobile without interest_MEAN,1.3369393028223033e-05
CLOSED_AMT_ANNUITY_MAX,1.285200309121563e-05
CLOSED_MONTHS_BALANCE_MIN_MIN,1.2734458326759936e-05
FONDKAPREMONT_MODE_reg oper spec account,1.203290786308067e-05
